GAIADR3_ID,LAMOSTDR9_OBSID,C_F1,eC_F1,C_F2,eC_F2,C_F3,eC_F3,C_F4,eC_F4,C_F5,eC_F5,C_F6,eC_F6,C_F7,eC_F7,C_F8,eC_F8,C_F9,eC_F9,C_F10,eC_F10,PLXcorr,PLXerr,Bpmag,Bperr,Rpmag,Rperr,BpRp,MRp,CarbonMedian,CarbonMAD,Visual Inspection
3391965991274247680,407209056,10.255,2.822,1.739,0.576,1.744,0.693,2.319,0.761,-0.638,0.838,-1.739,0.457,0.744,0.31,1.942,0.268,2.31,0.217,2.432,0.182,0.201,0.037,16.096,0.003,14.314,0.001,1.781,0.826,0.862,0.205,Confirmed
3392031171697573888,843302236,10.988,0.662,2.82,0.158,1.834,0.235,1.799,0.266,-0.93,0.233,-1.534,0.182,1.429,0.102,2.858,0.103,2.327,0.063,2.685,0.059,1.306,0.024,11.984,0.001,10.223,0.0,1.761,0.802,1.0,0.0,Confirmed
3392665379452028416,796207138,9.388,1.014,2.775,0.199,1.708,0.255,2.213,0.306,-0.963,0.346,-2.449,0.231,0.922,0.133,2.215,0.128,1.871,0.101,2.171,0.091,0.636,0.014,13.306,0.001,11.626,0.0,1.68,0.644,0.996,0.006,Confirmed
3392864979469022720,855410070,8.464,3.038,2.212,0.702,2.281,0.791,2.829,0.876,0.21,1.165,-1.089,0.649,1.352,0.35,1.756,0.359,1.561,0.253,1.707,0.243,0.225,0.025,14.999,0.001,13.518,0.001,1.481,0.283,1.0,0.001,Confirmed
3394352240744203776,254304138,10.022,0.719,1.938,0.173,1.644,0.249,2.606,0.312,-0.566,0.35,-2.319,0.243,0.743,0.148,1.846,0.143,1.961,0.1,2.184,0.088,0.512,0.016,13.617,0.001,12.027,0.001,1.59,0.573,0.967,0.048,Confirmed
3394614920943524352,843310055,12.271,0.836,2.203,0.19,1.619,0.223,2.822,0.339,-0.147,0.32,-3.013,0.228,1.125,0.126,2.567,0.121,2.351,0.064,2.85,0.063,0.94,0.02,12.291,0.001,10.612,0.0,1.679,0.477,1.0,0.0,Confirmed
3395210443928955904,254303121,11.011,3.015,2.435,0.511,1.093,0.645,3.066,0.785,-0.557,0.778,-2.663,0.634,1.169,0.396,2.449,0.337,1.924,0.223,2.346,0.194,0.473,0.017,14.605,0.001,12.868,0.001,1.737,1.244,0.769,0.343,Confirmed
3395231433432767488,844714051,1.237,1.584,1.277,0.347,1.454,0.587,1.72,0.703,0.459,0.755,-1.874,0.574,1.018,0.408,1.215,0.374,1.457,0.281,1.773,0.247,0.238,0.018,14.086,0.001,12.546,0.0,1.54,-0.574,0.942,0.086,no confirmed
3395231433432767488,254314061,6.797,2.115,1.964,0.401,1.232,0.684,2.103,0.809,0.197,0.931,-1.137,0.58,0.889,0.287,1.438,0.295,1.652,0.193,1.666,0.197,0.238,0.018,14.086,0.001,12.546,0.0,1.54,-0.574,0.963,0.055,Confirmed
3395425634676201984,266213054,10.773,3.134,2.691,0.421,1.84,0.458,2.467,0.524,-0.388,0.522,-2.598,0.445,1.139,0.215,2.27,0.19,2.251,0.132,2.577,0.134,0.322,0.021,15.013,0.001,13.208,0.001,1.805,0.749,1.0,0.0,Confirmed
3395425634676201984,793711212,9.977,1.273,2.66,0.269,1.961,0.325,2.236,0.41,-0.724,0.374,-2.275,0.264,1.173,0.147,2.532,0.133,2.157,0.099,2.458,0.096,0.322,0.021,15.013,0.001,13.208,0.001,1.805,0.749,1.0,0.0,Confirmed
3395425634676201984,843211212,9.645,2.147,2.418,0.43,1.666,0.455,2.164,0.502,-0.55,0.649,-2.298,0.496,1.216,0.251,2.483,0.201,1.928,0.137,2.327,0.119,0.322,0.021,15.013,0.001,13.208,0.001,1.805,0.749,1.0,0.0,Confirmed
3395465015230926848,844714101,10.582,2.552,2.377,0.566,1.692,0.689,1.539,0.779,0.03,0.878,-4.036,0.621,1.119,0.386,2.089,0.31,2.07,0.223,2.246,0.201,0.345,0.018,14.48,0.001,12.891,0.001,1.589,0.58,0.689,0.461,Confirmed
3395543905190157824,254314017,9.558,0.876,2.318,0.196,1.334,0.264,2.122,0.343,-0.608,0.279,-1.936,0.248,0.965,0.115,2.482,0.108,2.325,0.065,2.633,0.056,1.102,0.019,12.137,0.001,10.477,0.001,1.66,0.688,0.996,0.006,Confirmed
3395596716108191744,843311174,7.4,2.989,1.35,0.708,1.012,1.001,1.515,1.198,-0.882,1.274,-2.041,1.12,2.314,0.531,2.928,0.47,1.558,0.381,1.658,0.328,0.488,0.016,13.965,0.001,12.305,0.0,1.661,0.747,0.738,0.388,Confirmed
3395749067188510720,416314098,9.801,6.266,2.026,1.123,2.236,0.995,2.502,1.05,-0.802,1.222,-1.251,0.733,2.114,0.345,3.168,0.322,2.696,0.253,2.902,0.203,0.203,0.023,15.099,0.001,13.278,0.001,1.822,-0.182,1.0,0.0,Confirmed
3395992334136433664,393308013,10.808,0.721,2.44,0.163,1.295,0.215,1.347,0.253,-0.772,0.276,-2.255,0.229,0.971,0.127,2.054,0.119,2.004,0.073,2.331,0.066,0.703,0.015,12.939,0.001,11.312,0.0,1.627,0.547,0.997,0.004,Confirmed
3396038307466651136,393305090,10.677,2.109,2.384,0.449,1.984,0.496,2.43,0.624,0.089,0.447,-2.211,0.382,1.249,0.232,1.676,0.23,2.006,0.15,2.005,0.136,0.438,0.016,14.304,0.001,12.525,0.0,1.779,0.733,1.0,0.0,Confirmed
3396053872428196864,370116018,7.78,5.024,1.956,0.914,2.075,1.2,1.218,1.437,-0.202,1.653,-0.699,0.801,1.258,0.447,1.644,0.34,1.673,0.279,1.713,0.276,0.354,0.024,14.933,0.002,13.173,0.001,1.761,0.916,0.953,0.069,no confirmed
3396520404658466816,431908241,8.976,3.093,2.278,0.661,1.753,0.881,2.665,0.817,-0.531,1.245,-1.818,0.799,1.716,0.404,1.966,0.39,2.163,0.327,2.124,0.304,0.328,0.05,17.03,0.004,15.389,0.002,1.641,2.967,0.934,0.097,no confirmed
3396722066261192192,393309140,9.908,0.995,2.404,0.224,1.001,0.325,1.668,0.42,-0.862,0.445,-0.556,0.267,0.751,0.181,1.956,0.155,1.941,0.114,2.295,0.11,1.006,0.024,12.37,0.001,10.739,0.0,1.63,0.751,0.511,0.719,Confirmed
3397138300129940480,844706160,11.183,0.32,2.188,0.081,1.523,0.123,1.293,0.162,-0.025,0.153,-6.698,0.133,0.95,0.083,2.06,0.07,2.033,0.053,2.327,0.045,0.683,0.025,12.599,0.0,11.03,0.0,1.569,0.201,0.501,0.509,Confirmed
3397171732155515904,844706059,8.513,2.177,2.164,0.374,1.893,0.411,2.068,0.568,0.041,0.564,-5.947,0.432,0.875,0.276,1.594,0.226,1.633,0.146,1.787,0.152,0.277,0.015,14.236,0.001,12.486,0.0,1.75,-0.304,0.985,0.022,Confirmed
3397271615915194880,258110107,9.78,3.829,2.293,0.689,1.373,0.8,2.088,0.964,-0.463,1.577,-2.107,0.764,1.039,0.344,2.031,0.318,1.937,0.264,2.175,0.224,0.26,0.029,15.718,0.002,14.001,0.001,1.717,1.074,0.828,0.255,Confirmed
3398014817058516480,258113066,5.871,4.192,2.22,0.645,2.025,0.799,2.524,0.8,0.141,1.054,-1.977,0.632,0.595,0.338,1.645,0.334,1.891,0.248,2.162,0.224,0.24,0.032,15.871,0.004,14.228,0.002,1.644,1.13,0.617,0.568,Confirmed
3398176372251366400,98816230,8.47,7.755,2.457,1.523,1.889,1.808,2.65,1.59,-0.712,1.461,-2.358,1.147,1.849,1.07,3.229,1.062,2.162,0.624,2.664,0.62,0.644,0.015,12.986,0.001,11.315,0.0,1.671,0.358,0.999,0.002,Confirmed
3398176372251366400,107901054,10.064,1.413,2.136,0.272,0.841,0.413,1.614,0.475,-0.585,0.468,-2.585,0.393,0.92,0.286,2.091,0.208,2.077,0.15,2.445,0.149,0.644,0.015,12.986,0.001,11.315,0.0,1.671,0.358,0.955,0.067,Confirmed
3398294333529236480,107802222,10.569,1.988,2.212,0.424,1.471,0.663,1.477,0.652,-1.048,0.76,-2.398,0.583,0.897,0.354,1.803,0.394,2.068,0.242,2.527,0.216,0.547,0.016,13.495,0.001,11.877,0.0,1.618,0.566,0.794,0.305,Confirmed
3398353397919215616,643714101,11.147,0.953,2.589,0.195,1.987,0.261,2.973,0.34,-0.591,0.347,-2.996,0.301,1.226,0.178,2.824,0.151,2.316,0.104,2.696,0.093,0.997,0.024,12.217,0.0,10.552,0.0,1.665,0.545,1.0,0.0,Confirmed
3398618375925085184,643715164,10.279,1.885,2.209,0.386,0.663,0.51,2.101,0.665,-1.101,0.78,-2.394,0.544,0.732,0.318,2.175,0.286,2.055,0.202,2.378,0.197,0.773,0.021,11.939,0.001,10.36,0.0,1.579,-0.198,0.918,0.122,Confirmed
3398667858245054464,330914060,11.206,3.25,2.154,0.538,0.78,0.575,3.695,0.56,-1.137,0.566,-1.985,0.395,0.816,0.165,1.854,0.138,1.693,0.091,1.856,0.093,0.317,0.02,15.267,0.002,13.019,0.001,2.249,0.524,0.759,0.358,Confirmed
3398786051446158336,107908007,11.279,1.486,2.775,0.284,1.64,0.406,1.963,0.453,-0.322,0.456,-3.266,0.314,1.048,0.173,2.324,0.145,2.037,0.093,2.402,0.101,0.828,0.012,12.981,0.001,11.169,0.001,1.812,0.758,0.998,0.002,Confirmed
3400161677932091392,107914149,8.566,3.611,1.919,0.661,1.204,0.812,1.892,0.779,-1.229,0.718,-2.089,0.503,1.176,0.253,2.443,0.225,1.837,0.142,2.173,0.117,0.243,0.022,13.709,0.001,11.616,0.001,2.093,-1.453,1.0,0.0,no inspected
3400161677932091392,194907196,8.744,3.156,2.266,0.723,1.288,0.942,1.746,0.995,-1.917,1.123,-2.502,0.619,1.438,0.306,2.763,0.275,2.11,0.155,2.437,0.167,0.243,0.022,13.709,0.001,11.616,0.001,2.093,-1.453,1.0,0.0,no inspected
3400392236072551424,254313190,9.826,0.557,2.797,0.105,1.274,0.152,1.307,0.188,-1.441,0.166,-2.553,0.151,0.975,0.099,2.173,0.084,2.072,0.052,2.325,0.05,1.157,0.024,11.879,0.001,10.118,0.0,1.761,0.434,0.942,0.086,Confirmed
3400596740938668544,275301241,2.776,4.868,1.799,1.051,0.624,1.753,-0.178,1.747,0.199,1.652,-1.235,1.111,1.381,0.672,2.549,0.636,2.033,0.396,2.27,0.416,0.498,0.019,13.367,0.001,11.963,0.0,1.404,0.451,0.7,0.445,Confirmed
3400837877582568448,275307099,8.541,3.905,1.862,0.963,0.749,1.219,-0.36,1.399,-0.892,1.541,-1.075,0.945,0.868,0.559,1.976,0.484,2.195,0.354,2.515,0.298,0.501,0.017,13.013,0.0,11.416,0.0,1.597,-0.087,0.764,0.35,Confirmed
3401059742709630976,279006171,7.284,5.917,2.242,0.958,1.613,1.051,1.781,1.147,-0.665,1.377,-0.599,0.63,0.949,0.353,1.525,0.332,1.655,0.268,1.555,0.241,0.29,0.028,15.012,0.001,13.332,0.001,1.68,0.647,0.832,0.248,Confirmed
3401373030508777472,275302013,12.989,0.927,1.925,0.188,1.199,0.271,1.814,0.279,-0.444,0.266,-0.637,0.194,1.04,0.118,1.928,0.098,2.157,0.075,2.476,0.072,1.067,0.023,11.802,0.0,10.244,0.0,1.558,0.386,1.0,0.0,Confirmed
3401429797092211712,844711078,7.767,0.851,1.683,0.213,1.368,0.297,1.618,0.361,-0.006,0.396,-1.181,0.359,0.901,0.199,1.011,0.18,0.83,0.13,1.268,0.117,0.446,0.023,13.764,0.001,12.067,0.0,1.697,0.315,0.714,0.422,no confirmed
3401429797092211712,254311078,7.432,0.961,1.464,0.228,1.52,0.297,1.491,0.351,-0.023,0.416,-0.757,0.321,0.768,0.19,1.21,0.192,1.466,0.115,1.374,0.106,0.446,0.023,13.764,0.001,12.067,0.0,1.697,0.315,0.987,0.02,Confirmed
3401560329738628096,254311177,11.849,3.015,2.26,0.714,1.886,0.786,1.097,0.969,-0.94,1.046,-1.99,0.799,1.115,0.52,1.562,0.474,2.572,0.324,3.054,0.326,2.034,0.016,10.433,0.001,8.821,0.0,1.612,0.363,0.879,0.18,Confirmed
3402302293928732160,279004030,8.393,1.234,1.658,0.249,1.574,0.317,1.839,0.368,0.28,0.537,-0.121,0.245,1.221,0.177,1.696,0.18,1.727,0.127,1.712,0.117,0.233,0.03,15.422,0.002,13.786,0.001,1.636,0.622,1.0,0.0,no inspected
3402493982612142592,547510177,16.065,3.111,2.631,0.457,1.489,0.436,3.01,0.335,1.213,0.338,-4.001,0.271,1.777,0.115,4.811,0.102,2.077,0.071,2.522,0.061,0.249,0.023,13.41,0.002,11.105,0.001,2.305,-1.917,1.0,0.0,Confirmed
3402560022029272064,275306170,10.586,5.689,3.003,0.962,1.522,1.288,1.719,1.265,-0.847,1.171,-1.392,0.771,0.948,0.415,2.044,0.372,2.385,0.232,2.619,0.222,0.505,0.019,13.79,0.001,12.033,0.0,1.757,0.55,0.991,0.013,no inspected
3402634312080505344,547510231,0.0,0.0,0.0,0.0,10.315,1.501,-2.886,1.305,13.996,0.765,-6.449,0.707,8.898,0.098,8.222,0.074,8.921,0.03,1.557,0.036,0.451,0.047,14.863,0.035,10.527,0.019,4.336,-1.203,1.0,0.0,no confirmed
3403251339965961216,194908172,0.0,0.0,0.0,0.0,1.159,2.762,1.348,2.284,-0.029,1.727,-2.086,1.499,1.985,0.548,3.05,0.461,2.453,0.213,2.906,0.229,0.417,0.034,15.822,0.002,13.563,0.001,2.259,1.663,0.759,0.357,no inspected
3403287245892495360,195008249,12.077,0.789,2.536,0.165,1.925,0.236,2.595,0.258,-0.642,0.261,-3.06,0.271,1.101,0.213,2.489,0.199,2.393,0.139,2.836,0.125,0.814,0.019,12.529,0.001,10.93,0.0,1.599,0.484,1.0,0.0,no inspected
3403476946007634432,194904083,16.485,3.03,2.738,0.437,1.867,0.4,2.413,0.371,-0.234,0.261,-3.531,0.232,1.769,0.079,4.546,0.072,1.968,0.045,2.212,0.044,0.307,0.022,13.585,0.002,11.027,0.001,2.558,-1.54,1.0,0.0,no inspected
3403666925299295232,279009185,10.043,0.96,2.392,0.225,1.608,0.293,1.635,0.363,-0.846,0.382,-2.208,0.236,0.952,0.125,2.116,0.122,2.108,0.082,2.421,0.09,0.304,0.02,14.944,0.001,13.252,0.001,1.692,0.666,0.992,0.012,no inspected
3403935064400243712,275312078,12.788,3.534,2.612,0.603,1.901,0.764,2.731,0.856,-1.022,0.763,-2.533,0.672,0.905,0.296,2.248,0.287,2.223,0.176,2.604,0.154,0.802,0.019,12.73,0.002,11.015,0.001,1.715,0.536,0.998,0.003,no inspected
3404624359407760384,210615165,0.0,0.0,0.0,0.0,2.392,1.78,1.778,1.34,-0.49,1.161,-1.592,0.757,1.322,0.314,1.803,0.242,1.767,0.167,1.834,0.153,0.325,0.032,16.73,0.003,13.96,0.001,2.77,1.52,0.73,0.4,no inspected
3404642157752221696,434410096,10.86,2.66,2.302,0.518,1.114,0.576,-0.148,0.59,-1.242,0.464,-2.387,0.271,0.971,0.141,2.134,0.126,2.061,0.06,2.281,0.063,0.63,0.025,12.169,0.001,9.38,0.0,2.789,-1.623,0.999,0.001,no inspected
3406650239644345344,712706187,9.974,1.009,2.733,0.204,1.261,0.278,1.527,0.327,-1.283,0.317,-2.346,0.256,1.094,0.154,2.466,0.144,2.135,0.098,2.44,0.089,0.694,0.016,13.125,0.001,11.363,0.0,1.762,0.569,1.0,0.0,Confirmed
3406822454949658112,712708042,9.936,0.976,2.564,0.185,1.364,0.244,1.929,0.293,-1.192,0.299,-2.442,0.218,1.104,0.123,2.095,0.11,1.687,0.071,2.185,0.072,1.236,0.017,11.85,0.001,10.131,0.0,1.719,0.591,0.999,0.001,Confirmed
3407125507842671616,266205109,9.972,1.244,2.488,0.237,1.75,0.302,2.13,0.332,-0.808,0.368,-3.045,0.243,1.052,0.151,2.367,0.118,2.278,0.083,2.585,0.085,0.292,0.021,14.877,0.001,13.107,0.001,1.77,0.434,1.0,0.0,Confirmed
3407420314397452800,283406209,11.48,5.527,1.461,1.241,2.795,1.279,3.633,1.289,0.24,1.908,-0.424,0.926,2.065,0.625,2.704,0.515,2.136,0.538,2.328,0.419,0.282,0.04,16.754,0.003,14.96,0.002,1.794,2.21,1.0,0.0,Confirmed
3407977285756831744,266215143,8.033,3.073,1.923,0.545,1.477,0.64,1.435,0.655,-0.516,0.73,-1.25,0.462,1.527,0.26,2.253,0.228,1.869,0.183,1.936,0.171,0.273,0.03,15.589,0.003,13.784,0.001,1.805,0.964,1.0,0.0,Confirmed
3407977285756831744,679002140,9.791,1.512,1.907,0.363,1.652,0.423,1.395,0.456,-0.294,0.569,-1.662,0.371,1.569,0.211,2.175,0.202,1.876,0.147,2.107,0.137,0.273,0.03,15.589,0.003,13.784,0.001,1.805,0.964,1.0,0.0,Confirmed
3408509964780385792,712713193,9.238,2.934,2.446,0.45,0.866,0.558,1.369,0.597,-0.52,0.541,-1.216,0.34,0.82,0.249,1.849,0.202,1.919,0.129,2.152,0.133,0.341,0.02,14.107,0.001,12.448,0.0,1.659,0.114,0.961,0.058,Confirmed
3409184686962840576,730506013,10.281,1.084,2.292,0.201,2.285,0.26,2.101,0.334,0.332,0.323,-6.007,0.278,1.218,0.162,1.931,0.143,2.108,0.102,2.207,0.093,0.25,0.021,14.961,0.001,13.365,0.001,1.595,0.354,1.0,0.0,no inspected
3409672316072784384,426013130,12.421,0.472,2.569,0.091,1.731,0.117,2.075,0.127,-0.792,0.118,-2.141,0.088,1.086,0.061,2.43,0.059,2.27,0.045,2.503,0.039,1.474,0.016,11.431,0.0,9.724,0.0,1.707,0.567,1.0,0.0,Confirmed
3409769902026170368,176007118,10.129,1.436,2.539,0.36,2.555,0.412,2.24,0.59,-0.783,0.782,-2.185,0.381,1.068,0.247,2.127,0.271,2.275,0.219,2.597,0.201,0.373,0.026,15.015,0.001,13.314,0.001,1.701,1.172,0.999,0.002,Confirmed
3409769902026170368,314307107,9.851,3.722,2.586,0.696,2.358,0.796,2.417,0.902,-1.575,1.206,-2.286,0.63,1.416,0.356,2.653,0.346,2.325,0.278,2.645,0.226,0.373,0.026,15.015,0.001,13.314,0.001,1.701,1.172,0.998,0.003,Confirmed
3410398513441432064,712714193,8.193,2.107,2.474,0.467,1.379,0.543,1.717,0.647,-0.611,0.736,-2.385,0.517,0.78,0.302,1.995,0.264,2.064,0.176,2.181,0.165,0.301,0.02,14.812,0.001,13.099,0.001,1.713,0.491,0.808,0.285,no inspected
3410608623238534144,426012010,8.782,0.504,2.426,0.1,1.789,0.149,2.633,0.195,0.241,0.188,-0.602,0.191,0.796,0.165,2.178,0.175,1.938,0.12,2.031,0.119,4.304,0.024,10.797,0.001,9.301,0.0,1.496,2.47,0.503,0.621,no inspected
3410766574958116352,426011200,10.872,3.348,3.346,0.536,1.248,0.766,2.776,0.833,-0.186,0.717,-2.401,0.631,1.128,0.545,2.539,0.552,1.994,0.377,2.318,0.332,0.841,0.018,13.712,0.001,11.912,0.0,1.799,1.536,0.638,0.536,no inspected
3410848729091940352,879413174,9.061,2.547,1.314,0.5,0.253,0.546,0.667,0.532,-1.086,0.478,-2.682,0.339,1.677,0.214,2.297,0.187,1.816,0.109,2.025,0.099,0.219,0.024,15.32,0.002,13.467,0.001,1.853,0.166,0.637,0.535,no inspected
3410848729091940352,883113174,8.647,6.013,1.877,1.023,0.346,1.031,0.514,0.88,-1.403,0.727,-1.994,0.536,1.574,0.277,2.238,0.228,1.804,0.171,1.992,0.143,0.219,0.024,15.32,0.002,13.467,0.001,1.853,0.166,0.82,0.266,no inspected
3411252696535102464,680906011,4.502,4.992,1.405,0.717,1.801,0.819,2.332,0.834,0.243,1.016,-3.019,0.649,0.936,0.331,1.633,0.296,1.891,0.186,2.075,0.179,0.34,0.018,14.683,0.001,12.936,0.001,1.748,0.592,0.985,0.022,no inspected
3411259224885457408,680806194,10.608,5.159,2.473,0.838,2.769,0.829,2.475,0.863,0.057,1.604,-1.502,0.611,0.575,0.343,1.91,0.304,2.047,0.257,2.22,0.23,0.272,0.03,15.572,0.003,13.675,0.001,1.898,0.847,0.553,0.662,no inspected
3411900205805062144,805602004,7.903,1.849,2.5,0.41,1.945,0.497,1.911,0.573,-0.549,0.547,-1.55,0.495,0.865,0.295,2.601,0.238,1.907,0.179,2.268,0.188,0.518,0.017,14.142,0.001,12.434,0.0,1.708,1.005,0.875,0.186,no inspected
3412273627442321920,805608156,10.757,0.241,2.57,0.061,1.768,0.09,1.696,0.106,-0.558,0.117,-2.89,0.092,0.972,0.062,2.296,0.047,2.328,0.034,2.611,0.028,1.039,0.022,12.202,0.001,10.507,0.0,1.695,0.59,0.999,0.001,no inspected
3412328087627199488,730505039,9.83,2.675,2.21,0.619,1.837,0.722,1.638,0.72,-0.115,0.864,-1.904,0.511,1.151,0.315,1.823,0.284,1.702,0.248,1.646,0.209,0.317,0.022,14.742,0.001,13.212,0.001,1.53,0.718,0.965,0.053,no inspected
3412329118419349504,283411179,8.833,1.63,1.846,0.357,1.218,0.519,1.418,0.666,0.123,0.895,-1.163,0.57,0.991,0.327,1.934,0.277,1.831,0.277,2.049,0.23,0.248,0.022,15.016,0.001,13.434,0.001,1.582,0.405,0.999,0.002,no inspected
3412665500257622528,298513003,0.0,0.0,0.0,0.0,1.736,3.359,9.596,2.893,-1.057,3.703,-0.375,2.369,2.804,1.274,2.849,1.247,3.019,1.339,0.711,1.273,1.84,0.055,17.098,0.005,15.404,0.003,1.694,6.729,0.853,0.218,no inspected
3412674566932390400,176013246,8.592,2.38,1.933,0.462,2.13,0.542,2.974,0.647,0.742,0.702,-0.709,0.591,1.031,0.395,1.784,0.335,1.334,0.305,1.643,0.254,0.416,0.022,14.908,0.001,13.424,0.001,1.484,1.523,0.993,0.01,no inspected
3412674566932390400,314313246,9.773,3.038,1.75,0.585,2.227,0.613,2.845,0.686,0.652,0.744,-0.686,0.634,1.149,0.396,1.683,0.35,1.731,0.259,1.769,0.236,0.416,0.022,14.908,0.001,13.424,0.001,1.484,1.523,0.993,0.01,no inspected
3412806272106799104,100105216,11.897,1.401,2.314,0.253,1.621,0.308,2.151,0.369,-0.697,0.339,-2.501,0.31,0.976,0.183,2.261,0.168,2.285,0.113,2.654,0.099,1.018,0.028,12.076,0.001,10.421,0.0,1.655,0.461,1.0,0.001,no inspected
3412945600845173760,265610195,7.606,3.591,2.779,0.549,2.229,0.749,1.19,0.935,-0.088,0.993,-1.977,0.621,0.845,0.342,1.835,0.305,1.942,0.259,1.983,0.232,0.32,0.022,15.37,0.001,13.632,0.001,1.737,1.158,0.611,0.577,no inspected
3413128081119372288,421213057,8.301,1.829,2.381,0.302,2.101,0.407,1.614,0.508,-0.489,0.458,-0.405,0.355,0.569,0.226,1.386,0.209,1.712,0.146,1.757,0.14,0.778,0.017,13.05,0.001,11.28,0.0,1.77,0.736,0.587,0.611,no inspected
3413285281217896448,730503141,11.397,0.97,2.191,0.246,2.013,0.234,2.115,0.272,-0.288,0.349,-1.715,0.299,1.66,0.164,2.624,0.128,2.046,0.096,2.414,0.088,0.27,0.026,15.348,0.002,13.595,0.001,1.754,0.75,1.0,0.0,no inspected
3413520989023294464,99903093,12.548,0.927,2.82,0.197,1.753,0.316,2.86,0.355,-0.619,0.35,-2.052,0.265,0.928,0.119,2.544,0.111,2.506,0.064,2.923,0.061,0.895,0.016,12.801,0.001,10.98,0.0,1.821,0.739,0.98,0.03,no inspected
3413520989023294464,100103093,12.125,1.719,2.909,0.299,1.755,0.415,3.257,0.464,-0.437,0.56,-2.508,0.378,0.872,0.172,2.41,0.147,2.344,0.094,2.893,0.091,0.895,0.016,12.801,0.001,10.98,0.0,1.821,0.739,0.986,0.02,no inspected
3413546552668572672,99903055,12.209,1.39,2.38,0.317,1.041,0.408,1.582,0.465,-0.836,0.473,-2.398,0.407,0.852,0.17,2.299,0.151,2.27,0.091,2.554,0.096,0.738,0.014,13.235,0.001,11.408,0.0,1.828,0.747,0.532,0.673,no inspected
3413592693502489600,99904020,7.954,2.177,2.04,0.445,1.034,0.638,1.127,0.857,-0.879,0.829,-1.92,0.619,0.953,0.381,2.267,0.36,1.71,0.221,1.913,0.221,0.77,0.016,12.824,0.001,11.076,0.0,1.748,0.507,0.771,0.34,no inspected
3413592693502489600,100004020,8.307,2.148,2.009,0.455,1.054,0.631,1.348,0.765,-0.237,0.793,-1.537,0.515,0.902,0.342,2.122,0.27,1.688,0.173,1.873,0.167,0.77,0.016,12.824,0.001,11.076,0.0,1.748,0.507,0.979,0.031,no inspected
3413604277029214208,99904049,16.163,1.662,2.979,0.273,1.112,0.333,2.897,0.357,-1.172,0.306,-1.811,0.202,0.788,0.115,2.234,0.098,1.852,0.054,2.157,0.056,0.9,0.022,12.589,0.001,10.615,0.0,1.974,0.386,0.788,0.311,no inspected
3413638598112234496,99915103,13.508,3.486,3.308,0.547,2.483,0.692,2.432,0.762,-0.535,0.622,-2.07,0.45,0.846,0.232,1.818,0.203,2.176,0.124,2.475,0.118,0.554,0.014,14.125,0.001,12.286,0.0,1.839,1.005,0.876,0.184,no inspected
3414447598151498240,275315009,15.545,3.02,3.002,0.557,2.334,0.571,2.825,0.621,-0.429,0.448,-1.809,0.372,1.23,0.179,2.532,0.145,2.225,0.103,2.727,0.088,1.046,0.017,12.906,0.001,10.896,0.0,2.009,0.993,1.0,0.0,no inspected
3415180083351440896,679003103,8.926,0.885,1.669,0.205,1.301,0.266,1.379,0.291,-0.886,0.352,-1.672,0.285,0.931,0.164,1.698,0.138,1.662,0.104,1.793,0.086,0.259,0.022,14.92,0.001,13.175,0.001,1.745,0.245,0.805,0.289,no inspected
3415259316907651584,679014012,8.85,0.843,1.151,0.201,1.844,0.296,1.195,0.343,0.196,0.393,-0.205,0.294,0.791,0.186,1.534,0.173,1.547,0.118,1.692,0.121,0.223,0.022,14.935,0.003,13.447,0.001,1.487,0.193,0.877,0.183,no inspected
3415263233917785088,679014006,8.386,1.05,1.825,0.235,2.014,0.314,1.827,0.389,0.063,0.475,-0.981,0.317,1.218,0.204,1.982,0.172,1.685,0.127,1.879,0.123,0.272,0.022,14.966,0.001,13.415,0.001,1.551,0.59,1.0,0.0,no inspected
3415415825515953152,78710048,10.367,5.025,2.428,0.843,2.651,1.025,3.227,1.067,0.504,1.185,-1.011,0.894,1.434,0.549,2.022,0.455,1.916,0.291,2.056,0.288,0.334,0.024,15.118,0.001,13.414,0.0,1.704,1.033,1.0,0.0,no inspected
3415415825515953152,632608180,7.459,7.759,1.612,1.991,2.635,2.05,3.429,1.881,-1.761,2.35,0.346,1.633,1.52,0.808,2.308,0.61,1.591,0.825,1.81,0.614,0.334,0.024,15.118,0.001,13.414,0.0,1.704,1.033,0.949,0.076,no inspected
3415824633386078720,687708018,10.993,1.184,2.024,0.222,1.558,0.288,1.175,0.343,-0.861,0.408,-2.616,0.298,1.025,0.181,2.089,0.143,2.051,0.105,2.423,0.102,0.742,0.017,12.808,0.001,11.061,0.0,1.747,0.414,0.992,0.012,no inspected
3416020586973907968,275311062,2.49,9.714,1.982,2.209,0.779,3.623,1.933,3.817,-0.172,3.236,-1.721,3.241,3.034,1.226,3.064,1.099,2.071,0.779,2.075,0.705,0.214,0.018,14.199,0.001,12.394,0.001,1.805,-0.958,1.0,0.001,no inspected
3416021656423131648,275311113,6.478,7.266,2.554,1.144,1.831,1.587,2.079,1.413,-1.095,1.304,-1.354,0.996,1.335,0.451,1.986,0.433,1.717,0.263,1.755,0.24,0.265,0.02,13.821,0.001,12.015,0.001,1.806,-0.865,1.0,0.0,no inspected
